run_id,dataset_file,quantum_ms,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,avg_slices_per_job,total_slots_at_end
5e921d9682,dataset_rr_batch_smallq_opt_1k.csv,50,20000.0,1000,23760520.0,21860000.0,55781000.0,58940800.0,23760474.857,1.629,32
