run_id,dataset_file,quantum_ms,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,avg_slices_per_job,total_slots_at_end
e50e7f7503,dataset_rr_batch_mediumq_opt_1k.csv,200,20000.0,1000,22233860.0,22590000.0,37861000.0,39040000.0,22233744.878,1.131,32
