run_id,job_id,arrival_time_ms,service_time_ms,start_time_ms,finish_time_ms,waiting_time_ms,execution_time_ms,response_time_ms,cpu_usage_percent,memory_usage_mb,slowdown
f8136463ec,F00001,0,162,0,162,0,162,162,13.45,13811.6640625,1.0
f8136463ec,F00002,0,529,0,529,0,529,529,38.9,13812.609375,1.0
f8136463ec,F00003,0,290,0,290,0,290,290,0.0,13811.63671875,1.0
f8136463ec,F00004,0,275,0,275,0,275,275,0.0,13811.6484375,1.0
f8136463ec,F00005,0,264,0,264,0,264,264,0.0,13812.62109375,1.0
f8136463ec,F00006,0,221,0,221,0,221,221,0.0,13813.80859375,1.0
f8136463ec,F00007,0,527,0,527,0,527,527,0.0,13811.6484375,1.0
f8136463ec,F00008,0,202,0,202,0,202,202,0.0,13814.76171875,1.0
f8136463ec,F00009,0,496,0,496,0,496,496,0.0,13813.83203125,1.0
f8136463ec,F00010,0,529,0,529,0,529,529,0.0,13812.875,1.0
f8136463ec,F00011,0,429,0,429,0,429,429,0.0,13812.875,1.0
f8136463ec,F00012,0,194,0,194,0,194,194,0.0,13810.93359375,1.0
f8136463ec,F00013,0,452,0,452,0,452,452,0.0,13813.80859375,1.0
f8136463ec,F00014,0,366,0,366,0,366,366,0.0,13813.83203125,1.0
f8136463ec,F00015,0,166,0,166,0,166,166,30.75,13814.83203125,1.0
f8136463ec,F00016,0,165,0,165,0,165,165,0.0,13813.83203125,1.0
f8136463ec,F00017,0,197,162,359,162,197,359,0.0,13813.4375,1.8223350253807107
f8136463ec,F00018,0,261,162,423,162,261,423,50.0,13813.83203125,1.6206896551724137
f8136463ec,F00019,0,269,162,431,162,269,431,0.0,13812.875,1.6022304832713754
f8136463ec,F00020,0,408,162,570,162,408,570,0.0,13812.83984375,1.3970588235294117
f8136463ec,F00021,0,458,162,620,162,458,620,0.0,13811.9140625,1.3537117903930131
f8136463ec,F00022,0,163,162,325,162,163,325,0.0,13812.859375,1.9938650306748467
f8136463ec,F00023,0,437,162,599,162,437,599,0.0,13811.9140625,1.3707093821510297
f8136463ec,F00024,0,251,162,413,162,251,413,0.0,13810.515625,1.6454183266932272
f8136463ec,F00025,0,516,162,678,162,516,678,0.0,13809.9375,1.313953488372093
f8136463ec,F00026,0,482,162,644,162,482,644,18.75,13808.9375,1.3360995850622406
f8136463ec,F00027,0,509,162,671,162,509,671,15.0,13808.9375,1.3182711198428292
f8136463ec,F00028,0,429,162,591,162,429,591,0.0,13810.921875,1.3776223776223777
f8136463ec,F00029,6436,379,6436,6815,0,379,379,10.55,13810.921875,1.0
f8136463ec,F00030,6436,451,6436,6887,0,451,451,0.0,13809.9375,1.0
f8136463ec,F00031,6436,292,6436,6728,0,292,292,0.0,13807.99609375,1.0
f8136463ec,F00032,6436,564,6436,7000,0,564,564,0.0,13810.4375,1.0
f8136463ec,F00033,6436,595,6436,7031,0,595,595,0.0,13810.19140625,1.0
f8136463ec,F00034,6436,153,6436,6589,0,153,153,0.0,13809.91015625,1.0
f8136463ec,F00035,6436,538,6436,6974,0,538,538,0.0,13809.05078125,1.0
f8136463ec,F00036,6436,562,6436,6998,0,562,562,35.7,13808.91015625,1.0
f8136463ec,F00037,6436,231,6436,6667,0,231,231,17.15,13808.91015625,1.0
f8136463ec,F00038,6436,507,6436,6943,0,507,507,0.0,13808.91015625,1.0
f8136463ec,F00039,6436,366,6436,6802,0,366,366,0.0,13806.91796875,1.0
f8136463ec,F00040,6436,324,6436,6760,0,324,324,0.0,13806.91796875,1.0
f8136463ec,F00041,6436,292,6436,6728,0,292,292,0.0,13805.953125,1.0
f8136463ec,F00042,6436,229,6436,6665,0,229,229,0.0,13805.953125,1.0
f8136463ec,F00043,6436,260,6436,6696,0,260,260,19.25,13804.96875,1.0
f8136463ec,F00044,6436,540,6436,6976,0,540,540,19.25,13804.96875,1.0
f8136463ec,F00045,6436,322,6436,6758,0,322,322,0.0,13804.96875,1.0
f8136463ec,F00046,6436,202,6436,6638,0,202,202,0.0,13804.96875,1.0
f8136463ec,F00047,6436,197,6436,6633,0,197,197,0.0,13803.96875,1.0
f8136463ec,F00048,6436,344,6436,6780,0,344,344,0.0,13804.03515625,1.0
f8136463ec,F00049,6436,199,6436,6635,0,199,199,0.0,13803.96875,1.0
f8136463ec,F00050,6436,333,6436,6769,0,333,333,0.0,13804.03125,1.0
f8136463ec,F00051,6436,583,6436,7019,0,583,583,36.35,13806.0390625,1.0
f8136463ec,F00052,6436,326,6436,6762,0,326,326,33.35,13806.046875,1.0
f8136463ec,F00053,6436,459,6436,6895,0,459,459,0.0,13805.046875,1.0
f8136463ec,F00054,6436,285,6436,6721,0,285,285,33.35,13806.046875,1.0
f8136463ec,F00055,6436,563,6589,7152,153,563,716,0.0,13802.05078125,1.2717584369449377
f8136463ec,F00056,6436,172,6589,6761,153,172,325,0.0,13801.05078125,1.8895348837209303
f8136463ec,F00057,6436,523,6589,7112,153,523,676,15.15,13802.05078125,1.2925430210325048
f8136463ec,F00058,6436,385,6589,6974,153,385,538,42.3,13801.01953125,1.3974025974025974
f8136463ec,F00059,6436,424,6589,7013,153,424,577,90.9,13800.01953125,1.3608490566037736
f8136463ec,F00060,6436,213,6589,6802,153,213,366,0.0,13799.0234375,1.7183098591549295
f8136463ec,F00061,12536,432,12536,12968,0,432,432,0.0,13798.0234375,1.0
f8136463ec,F00062,12536,300,12536,12836,0,300,300,0.0,13796.02734375,1.0
f8136463ec,F00063,12536,574,12536,13110,0,574,574,0.0,13795.02734375,1.0
f8136463ec,F00064,12536,471,12536,13007,0,471,471,0.0,13798.0234375,1.0
f8136463ec,F00065,12536,466,12536,13002,0,466,466,0.0,13797.0234375,1.0
f8136463ec,F00066,12536,591,12536,13127,0,591,591,0.0,13796.02734375,1.0
f8136463ec,F00067,12536,335,12536,12871,0,335,335,0.0,13794.02734375,1.0
f8136463ec,F00068,12536,445,12536,12981,0,445,445,0.0,13793.02734375,1.0
f8136463ec,F00069,12536,248,12536,12784,0,248,248,17.65,13796.02734375,1.0
f8136463ec,F00070,12536,510,12536,13046,0,510,510,17.65,13796.02734375,1.0
f8136463ec,F00071,12536,185,12536,12721,0,185,185,16.55,13792.22265625,1.0
f8136463ec,F00072,12536,173,12536,12709,0,173,173,16.55,13791.22265625,1.0
f8136463ec,F00073,12536,488,12536,13024,0,488,488,16.55,13789.20703125,1.0
f8136463ec,F00074,12536,266,12536,12802,0,266,266,16.35,13789.20703125,1.0
f8136463ec,F00075,12536,545,12536,13081,0,545,545,15.6,13781.22265625,1.0
f8136463ec,F00076,12536,298,12536,12834,0,298,298,14.9,13781.19921875,1.0
f8136463ec,F00077,12536,190,12536,12726,0,190,190,16.0,13780.2265625,1.0
f8136463ec,F00078,12536,587,12536,13123,0,587,587,16.0,13778.2265625,1.0
f8136463ec,F00079,12536,269,12536,12805,0,269,269,0.0,13776.234375,1.0
f8136463ec,F00080,12536,593,12536,13129,0,593,593,16.0,13776.78125,1.0
f8136463ec,F00081,12536,201,12536,12737,0,201,201,0.0,13776.234375,1.0
f8136463ec,F00082,12536,344,12536,12880,0,344,344,0.0,13774.234375,1.0
f8136463ec,F00083,12536,292,12536,12828,0,292,292,14.9,13774.25390625,1.0
f8136463ec,F00084,12536,382,12536,12918,0,382,382,15.6,13774.25390625,1.0
f8136463ec,F00085,12536,475,12536,13011,0,475,475,0.0,13772.25390625,1.0
f8136463ec,F00086,12536,577,12536,13113,0,577,577,0.0,13774.25390625,1.0
f8136463ec,F00087,12536,336,12536,12872,0,336,336,0.0,13772.25390625,1.0
f8136463ec,F00088,16868,331,16868,17199,0,331,331,14.9,13773.25390625,1.0
