run_id,dataset_file,quantum_ms,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,avg_slices_per_job,total_slots_at_end
f0ff450112,dataset_rr_batch_mediumq_opt_1k.csv,50,20000.0,1000,65833820.0,72140000.0,100583000.0,102120600.0,65833704.878,2.838,16
