run_id,dataset_file,quantum_ms,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,avg_slices_per_job,total_slots_at_end
1c334585e7,dataset_rr_batch_mediumq_opt_1k.csv,500,20000.0,1000,17557660.0,17190000.0,33789999.99999999,35480200.0,17557544.878,1.0,16
