run_id,dataset_file,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,mean_execution_ms,total_slots_at_end
e4e3aa2db4,dataset_fifo_burst_1k.csv,20000.0,1000,2230.313,2154.5,4239.549999999999,4688.16,1853.413,376.9,4
