run_id,dataset_file,quantum_ms,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,avg_slices_per_job,total_slots_at_end
de41758d24,dataset_rr_batch_mediumq_opt_1k.csv,500,2000.0,1000,3047512.0,3236000.0,5328000.0,5548060.0,3047396.878,1.0,4
