run_id,job_id,arrival_time_ms,service_time_ms,start_time_ms,finish_time_ms,waiting_time_ms,execution_time_ms,response_time_ms,cpu_usage_percent,memory_usage_mb,slowdown,priority
62ad71f610,PR00001,0,269,8880000,8880269,8880000,269,8880269,39.8,5250.78515625,33012.152416356876,-16
62ad71f610,PR00002,37,260,51380000,51380260,51379963,260,51380223,31.25,5242.765625,197616.2423076923,16
62ad71f610,PR00003,80,311,25000000,25000311,24999920,311,25000231,41.0,5256.69921875,80386.59485530546,-7
62ad71f610,PR00004,120,528,43440000,43440528,43439880,528,43440408,13.65,5244.5625,82273.5,7
62ad71f610,PR00005,162,30,2260000,2260030,2259838,30,2259868,0.0,5250.05078125,75328.93333333333,-19
62ad71f610,PR00006,174,16,7320000,7320016,7319826,16,7319842,16.65,5253.33984375,457490.125,-17
62ad71f610,PR00007,222,219,20200000,20200219,20199778,219,20199997,50.650000000000006,5257.1015625,92237.42922374429,-10
62ad71f610,PR00008,243,399,54820000,54820399,54819757,399,54820156,15.2,5241.10546875,137393.8746867168,19
62ad71f610,PR00009,272,58,29300000,29300058,29299728,58,29299786,17.4,5254.3515625,505168.724137931,-4
62ad71f610,PR00010,281,167,30860000,30860167,30859719,167,30859886,14.7,5254.57421875,184789.7365269461,-3
62ad71f610,PR00011,293,339,36360000,36360339,36359707,339,36360046,37.05,5254.984375,107256.77286135693,1
62ad71f610,PR00012,299,252,21680000,21680252,21679701,252,21679953,30.549999999999997,5257.13671875,86031.55952380953,-9
62ad71f610,PR00013,310,597,48720000,48720597,48719690,597,48720287,14.3,5242.7734375,81608.52093802344,13
62ad71f610,PR00014,346,428,25020000,25020428,25019654,428,25020082,15.9,5256.69921875,58458.13551401869,-7
62ad71f610,PR00015,389,285,23380000,23380285,23379611,285,23379896,15.9,5256.48046875,82034.72280701755,-8
62ad71f610,PR00016,410,266,32240000,32240266,32239590,266,32239856,45.0,5254.796875,121202.46616541353,-2
62ad71f610,PR00017,447,67,2240000,2240067,2239553,67,2239620,0.0,5250.05078125,33427.164179104475,-19
62ad71f610,PR00018,460,568,52240000,52240568,52239540,568,52240108,25.0,5241.25,91972.02112676056,17
62ad71f610,PR00019,476,503,35040000,35040503,35039524,503,35040027,32.45,5254.99609375,69662.0815109344,0
62ad71f610,PR00020,490,76,14140000,14140076,14139510,76,14139586,75.8,5255.46875,186047.18421052632,-13
62ad71f610,PR00021,535,582,38980000,38980582,38979465,582,38980047,16.65,5254.96484375,66976.02577319587,3
62ad71f610,PR00022,556,338,38200000,38200338,38199444,338,38199782,41.65,5254.96875,113017.10650887575,2
62ad71f610,PR00023,596,264,29380000,29380264,29379404,264,29379668,42.85,5254.3515625,111286.62121212122,-4
62ad71f610,PR00024,626,152,18300000,18300152,18299374,152,18299526,43.4,5253.94921875,120391.61842105263,-11
62ad71f610,PR00025,628,492,38260000,38260492,38259372,492,38259864,41.65,5254.96875,77763.9512195122,2
62ad71f610,PR00026,666,118,21720000,21720118,21719334,118,21719452,40.8,5257.13671875,184063.15254237287,-9
62ad71f610,PR00027,687,411,27680000,27680411,27679313,411,27679724,32.65,5254.37109375,67347.26034063261,-5
62ad71f610,PR00028,723,485,32300000,32300485,32299277,485,32299762,51.75,5254.79296875,66597.44742268042,-2
62ad71f610,PR00029,730,66,20220000,20220066,20219270,66,20219336,51.2,5257.1015625,306353.57575757575,-10
62ad71f610,PR00030,763,553,43500000,43500553,43499237,553,43499790,15.0,5244.5625,78661.46473779385,7
62ad71f610,PR00031,784,468,52340000,52340468,52339216,468,52339684,46.45,5241.25,111836.93162393162,17
62ad71f610,PR00032,819,533,38360000,38360533,38359181,533,38359714,16.65,5254.96875,71969.44465290807,2
62ad71f610,PR00033,829,447,42500000,42500447,42499171,447,42499618,65.6,5244.6484375,95077.4451901566,6
62ad71f610,PR00034,843,10,2300000,2300010,2299157,10,2299167,16.65,5250.05078125,229916.7,-19
62ad71f610,PR00035,876,116,50380000,50380116,50379124,116,50379240,14.3,5242.7734375,434303.7931034483,15
62ad71f610,PR00036,920,331,15820000,15820331,15819080,331,15819411,26.2,5255.53125,47792.78247734139,-12
62ad71f610,PR00037,927,717,52360000,52360717,52359073,717,52359790,47.2,5241.25,73026.20641562065,17
62ad71f610,PR00038,972,180,2340000,2340180,2339028,180,2339208,0.0,5250.05078125,12995.6,-19
62ad71f610,PR00039,1014,534,50460000,50460534,50458986,534,50459520,15.0,5242.7734375,94493.48314606742,15
62ad71f610,PR00040,1063,126,8940000,8940126,8938937,126,8939063,16.0,5250.78515625,70944.94444444444,-16
62ad71f610,PR00041,1098,742,52360000,52360742,52358902,742,52359644,47.75,5241.25,70565.55795148248,17
62ad71f610,PR00042,1135,99,25080000,25080099,25078865,99,25078964,32.55,5256.69921875,253322.8686868687,-7
62ad71f610,PR00043,1148,344,49660000,49660344,49658852,344,49659196,15.8,5242.5390625,144358.12790697673,14
62ad71f610,PR00044,1185,560,45260000,45260560,45258815,560,45259375,15.9,5244.59375,80820.3125,9
62ad71f610,PR00045,1202,431,52380000,52380431,52378798,431,52379229,22.9,5241.25,121529.53364269141,17
62ad71f610,PR00046,1205,196,21800000,21800196,21798795,196,21798991,17.4,5257.13671875,111219.34183673469,-9
62ad71f610,PR00047,1207,368,27740000,27740368,27738793,368,27739161,31.65,5254.37109375,75378.15489130435,-5
62ad71f610,PR00048,1231,540,49660000,49660540,49658769,540,49659309,15.0,5242.5390625,91961.68333333333,14
62ad71f610,PR00049,1265,184,44480000,44480184,44478735,184,44478919,39.8,5244.6015625,241733.25543478262,8
