run_id,job_id,arrival_time_ms,service_time_ms,start_time_ms,finish_time_ms,waiting_time_ms,execution_time_ms,response_time_ms,cpu_usage_percent,memory_usage_mb,slowdown,priority
451d7574b4,PR00001,0,269,5220000,5220269,5220000,269,5220269,17.2,5565.61328125,19406.204460966543,-16
451d7574b4,PR00002,37,260,38360000,38360260,38359963,260,38360223,17.95,5579.26171875,147539.31923076924,16
451d7574b4,PR00003,80,311,16940000,16940311,16939920,311,16940231,68.4,5575.59375,54470.1961414791,-7
451d7574b4,PR00004,120,528,31860000,31860528,31859880,528,31860408,67.5,5580.48828125,60341.681818181816,7
451d7574b4,PR00005,162,30,160000,160030,159838,30,159868,0.0,5566.55859375,5328.933333333333,-19
451d7574b4,PR00006,174,16,4040000,4040016,4039826,16,4039842,18.2,5566.5234375,252490.125,-17
451d7574b4,PR00007,222,219,13420000,13420219,13419778,219,13419997,21.8,5575.3515625,61278.52511415525,-10
451d7574b4,PR00008,243,399,40700000,40700399,40699757,399,40700156,17.5,5579.22265625,102005.40350877192,19
451d7574b4,PR00009,272,58,20360000,20360058,20359728,58,20359786,17.55,5578.25390625,351030.7931034483,-4
451d7574b4,PR00010,281,167,21580000,21580167,21579719,167,21579886,19.25,5578.4765625,129220.874251497,-3
451d7574b4,PR00011,293,339,26120000,26120339,26119707,339,26120046,18.05,5577.87109375,77050.2831858407,1
451d7574b4,PR00012,299,252,14500000,14500252,14499701,252,14499953,17.95,5575.38671875,57539.49603174603,-9
451d7574b4,PR00013,310,597,36080000,36080597,36079690,597,36080287,66.2,5579.29296875,60435.99162479062,13
451d7574b4,PR00014,346,428,17100000,17100428,17099654,428,17100082,20.25,5575.59375,39953.46261682243,-7
451d7574b4,PR00015,389,285,15860000,15860285,15859611,285,15859896,17.05,5575.36328125,55648.757894736846,-8
451d7574b4,PR00016,410,266,22940000,22940266,22939590,266,22939856,41.65,5578.70703125,86240.06015037594,-2
451d7574b4,PR00017,447,67,180000,180067,179553,67,179620,0.0,5566.55859375,2680.89552238806,-19
451d7574b4,PR00018,460,568,39000000,39000568,38999540,568,39000108,16.65,5579.24609375,68662.16197183098,17
451d7574b4,PR00019,476,503,25080000,25080503,25079524,503,25080027,65.85,5578.67578125,49860.88866799205,0
451d7574b4,PR00020,490,76,9020000,9020076,9019510,76,9019586,17.5,5565.8046875,118678.76315789473,-13
451d7574b4,PR00021,535,582,28300000,28300582,28299465,582,28300047,41.65,5577.83984375,48625.510309278354,3
451d7574b4,PR00022,556,338,27640000,27640338,27639444,338,27639782,17.55,5577.8515625,81774.50295857988,2
451d7574b4,PR00023,596,264,20420000,20420264,20419404,264,20419668,17.1,5578.25390625,77347.22727272728,-4
451d7574b4,PR00024,626,152,12160000,12160152,12159374,152,12159526,65.15,5566.3125,79996.88157894737,-11
451d7574b4,PR00025,628,492,27660000,27660492,27659372,492,27659864,66.2,5577.84765625,56219.23577235772,2
451d7574b4,PR00026,666,118,14500000,14500118,14499334,118,14499452,18.05,5575.38671875,122876.71186440678,-9
451d7574b4,PR00027,687,411,19260000,19260411,19259313,411,19259724,20.0,5578.265625,46860.642335766424,-5
451d7574b4,PR00028,723,485,22980000,22980485,22979277,485,22979762,17.05,5578.70703125,47380.952577319586,-2
