run_id,job_id,arrival_time_ms,service_time_ms,start_time_ms,finish_time_ms,waiting_time_ms,execution_time_ms,response_time_ms,cpu_usage_percent,memory_usage_mb,slowdown,priority
913f2c1386,PR00001,0,269,7520000,7520269,7520000,269,7520269,15.0,5272.09765625,27956.39033457249,-16
913f2c1386,PR00002,37,260,52360000,52360260,52359963,260,52360223,65.4,5267.57421875,201385.47307692308,16
913f2c1386,PR00003,80,311,23420000,23420311,23419920,311,23420231,15.4,5278.9453125,75306.20900321544,-7
913f2c1386,PR00004,120,528,43920000,43920528,43919880,528,43920408,20.0,5282.375,83182.59090909091,7
913f2c1386,PR00005,162,30,1960000,1960030,1959838,30,1959868,16.65,5272.28515625,65328.933333333334,-19
913f2c1386,PR00006,174,16,6160000,6160016,6159826,16,6159842,11.1,5271.6171875,384990.125,-17
913f2c1386,PR00007,222,219,18920000,18920219,18919778,219,18919997,20.85,5278.578125,86392.68036529681,-10
913f2c1386,PR00008,243,399,55500000,55500399,55499757,399,55500156,11.1,5268.0546875,139098.13533834586,19
913f2c1386,PR00009,272,58,28020000,28020058,28019728,58,28019786,13.35,5277.68359375,483099.7586206897,-4
913f2c1386,PR00010,281,167,29640000,29640167,29639719,167,29639886,15.4,5277.66796875,177484.3473053892,-3
913f2c1386,PR00011,293,339,35740000,35740339,35739707,339,35740046,19.25,5278.5078125,105427.86430678466,1
913f2c1386,PR00012,299,252,20300000,20300252,20299701,252,20299953,41.65,5278.671875,80555.36904761905,-9
913f2c1386,PR00013,310,597,49680000,49680597,49679690,597,49680287,38.65,5267.35546875,83216.56113902848,13
913f2c1386,PR00014,346,428,23440000,23440428,23439654,428,23440082,10.0,5278.9453125,54766.54672897196,-7
913f2c1386,PR00015,389,285,21740000,21740285,21739611,285,21739896,30.55,5278.96484375,76280.33684210526,-8
913f2c1386,PR00016,410,266,31100000,31100266,31099590,266,31099856,18.2,5278.38671875,116916.75187969925,-2
913f2c1386,PR00017,447,67,1980000,1980067,1979553,67,1979620,0.0,5272.28515625,29546.567164179105,-19
913f2c1386,PR00018,460,568,53180000,53180568,53179540,568,53180108,12.5,5268.0625,93626.95070422535,17
913f2c1386,PR00019,476,503,34440000,34440503,34439524,503,34440027,64.3,5277.61328125,68469.23856858847,0
913f2c1386,PR00020,490,76,13320000,13320076,13319510,76,13319586,16.65,5275.03125,175257.7105263158,-13
913f2c1386,PR00021,535,582,38960000,38960582,38959465,582,38960047,60.7,5280.2734375,66941.6615120275,3
913f2c1386,PR00022,556,338,37960000,37960338,37959444,338,37959782,16.65,5279.7109375,112307.04733727811,2
913f2c1386,PR00023,596,264,28020000,28020264,28019404,264,28019668,63.9,5277.68359375,106135.10606060606,-4
913f2c1386,PR00024,626,152,17020000,17020152,17019374,152,17019526,9.1,5273.12109375,111970.56578947368,-11
913f2c1386,PR00025,628,492,37980000,37980492,37979372,492,37979864,40.0,5279.7109375,77194.84552845529,2
913f2c1386,PR00026,666,118,20320000,20320118,20319334,118,20319452,15.4,5278.671875,172198.74576271186,-9
913f2c1386,PR00027,687,411,26320000,26320411,26319313,411,26319724,35.0,5277.703125,64038.25790754258,-5
913f2c1386,PR00028,723,485,31260000,31260485,31259277,485,31259762,16.65,5278.38671875,64453.117525773196,-2
913f2c1386,PR00029,730,66,19020000,19020066,19019270,66,19019336,13.65,5278.578125,288171.75757575757,-10
913f2c1386,PR00030,763,553,43980000,43980553,43979237,553,43979790,44.25,5282.375,79529.45750452079,7
913f2c1386,PR00031,784,468,53220000,53220468,53219216,468,53219684,14.3,5268.0625,113717.2735042735,17
913f2c1386,PR00032,819,533,38120000,38120533,38119181,533,38119714,36.65,5280.28515625,71519.16322701689,2
913f2c1386,PR00033,829,447,43000000,43000447,42999171,447,42999618,45.85,5282.42578125,96196.0134228188,6
913f2c1386,PR00034,843,10,1980000,1980010,1979157,10,1979167,25.0,5272.28515625,197916.7,-19
913f2c1386,PR00035,876,116,51360000,51360116,51359124,116,51359240,15.0,5267.3359375,442752.0689655172,15
