run_id,job_id,arrival_time_ms,service_time_ms,start_time_ms,finish_time_ms,waiting_time_ms,execution_time_ms,response_time_ms,cpu_usage_percent,memory_usage_mb,slowdown,priority
347f3a085a,PR00001,0,269,5660000,5660269,5660000,269,5660269,16.65,5316.19140625,21041.89219330855,-16
347f3a085a,PR00002,37,260,39500000,39500260,39499963,260,39500223,40.4,5329.05078125,151923.9346153846,16
347f3a085a,PR00003,80,311,17800000,17800311,17799920,311,17800231,17.65,5318.390625,57235.46945337621,-7
347f3a085a,PR00004,120,528,32940000,32940528,32939880,528,32940408,17.65,5322.3203125,62387.13636363636,7
347f3a085a,PR00005,162,30,80000,80030,79838,30,79868,16.65,5314.15234375,2662.266666666667,-19
347f3a085a,PR00006,174,16,4420000,4420016,4419826,16,4419842,21.45,5316.0234375,276240.125,-17
347f3a085a,PR00007,222,219,14380000,14380219,14379778,219,14379997,41.65,5316.57421875,65662.08675799087,-10
347f3a085a,PR00008,243,399,42060000,42060399,42059757,399,42060156,21.45,5328.859375,105413.92481203008,19
347f3a085a,PR00009,272,58,21160000,21160058,21159728,58,21159786,67.5,5318.63671875,364823.8965517241,-4
347f3a085a,PR00010,281,167,22360000,22360167,22359719,167,22359886,20.6,5318.62109375,133891.53293413174,-3
347f3a085a,PR00011,293,339,26840000,26840339,26839707,339,26840046,18.4,5321.671875,79174.17699115044,1
347f3a085a,PR00012,299,252,15400000,15400252,15399701,252,15399953,41.65,5316.54296875,61110.9246031746,-9
347f3a085a,PR00013,310,597,37280000,37280597,37279690,597,37280287,20.0,5331.22265625,62446.041876046904,13
347f3a085a,PR00014,346,428,17820000,17820428,17819654,428,17820082,19.05,5318.390625,41635.70560747664,-7
347f3a085a,PR00015,389,285,16640000,16640285,16639611,285,16639896,66.65,5318.21875,58385.6,-8
347f3a085a,PR00016,410,266,23580000,23580266,23579590,266,23579856,26.1,5319.58984375,88646.07518796992,-2
347f3a085a,PR00017,447,67,140000,140067,139553,67,139620,0.0,5313.9609375,2083.8805970149256,-19
347f3a085a,PR00018,460,568,40180000,40180568,40179540,568,40180108,17.65,5329.04296875,70739.62676056338,17
347f3a085a,PR00019,476,503,25880000,25880503,25879524,503,25880027,18.4,5321.6796875,51451.34592445328,0
347f3a085a,PR00020,490,76,9980000,9980076,9979510,76,9979586,17.4,5316.37890625,131310.34210526315,-13
347f3a085a,PR00021,535,582,29400000,29400582,29399465,582,29400047,38.9,5322.12109375,50515.544673539516,3
