run_id,job_id,arrival_time_ms,service_time_ms,start_time_ms,finish_time_ms,waiting_time_ms,execution_time_ms,response_time_ms,cpu_usage_percent,memory_usage_mb,slowdown,priority
305355ed89,PR00001,0,269,4800000,4800269,4800000,269,4800269,0.0,5552.19140625,17844.866171003716,-16
305355ed89,PR00002,37,260,38140000,38140260,38139963,260,38140223,44.7,5498.53125,146693.1653846154,16
305355ed89,PR00003,80,311,17020000,17020311,17019920,311,17020231,20.55,5496.85546875,54727.430868167205,-7
305355ed89,PR00004,120,528,31960000,31960528,31959880,528,31960408,20.05,5497.88671875,60531.07575757576,7
305355ed89,PR00005,162,30,140000,140030,139838,30,139868,0.0,5550.515625,4662.266666666666,-19
305355ed89,PR00006,174,16,3780000,3780016,3779826,16,3779842,16.65,5551.375,236240.125,-17
305355ed89,PR00007,222,219,13600000,13600219,13599778,219,13599997,21.1,5488.1171875,62100.44292237443,-10
305355ed89,PR00008,243,399,40380000,40380399,40379757,399,40380156,68.95,5498.9921875,101203.3984962406,19
305355ed89,PR00009,272,58,20360000,20360058,20359728,58,20359786,18.5,5497.0703125,351030.7931034483,-4
305355ed89,PR00010,281,167,21440000,21440167,21439719,167,21439886,18.4,5497.26171875,128382.5508982036,-3
305355ed89,PR00011,293,339,26700000,26700339,26699707,339,26700046,31.05,5497.703125,78761.197640118,1
305355ed89,PR00012,299,252,14700000,14700252,14699701,252,14699953,43.6,5488.08984375,58333.14682539683,-9
305355ed89,PR00013,310,597,36140000,36140597,36139690,597,36140287,44.4,5498.5625,60536.49413735343,13
305355ed89,PR00014,346,428,17040000,17040428,17039654,428,17040082,70.35,5496.85546875,39813.27570093458,-7
305355ed89,PR00015,389,285,15960000,15960285,15959611,285,15959896,20.7,5496.74609375,55999.635087719296,-8
305355ed89,PR00016,410,266,22680000,22680266,22679590,266,22679856,18.85,5497.2421875,85262.61654135339,-2
305355ed89,PR00017,447,67,140000,140067,139553,67,139620,0.0,5550.515625,2083.8805970149256,-19
305355ed89,PR00018,460,568,38800000,38800568,38799540,568,38800108,52.7,5499.0234375,68310.04929577465,17
305355ed89,PR00019,476,503,25540000,25540503,25539524,503,25540027,58.0,5497.4375,50775.40159045726,0
305355ed89,PR00020,490,76,8580000,8580076,8579510,76,8579586,70.45,5552.16796875,112889.28947368421,-13
305355ed89,PR00021,535,582,28520000,28520582,28519465,582,28520047,45.05,5497.6953125,49003.517182130585,3
305355ed89,PR00022,556,338,28000000,28000338,27999444,338,27999782,19.0,5497.6953125,82839.59171597633,2
305355ed89,PR00023,596,264,20420000,20420264,20419404,264,20419668,44.0,5497.0703125,77347.22727272728,-4
305355ed89,PR00024,626,152,12520000,12520152,12519374,152,12519526,53.5,5487.88671875,82365.30263157895,-11
305355ed89,PR00025,628,492,28040000,28040492,28039372,492,28039864,44.05,5497.6953125,56991.59349593496,2
305355ed89,PR00026,666,118,14860000,14860118,14859334,118,14859452,18.6,5488.08984375,125927.55932203389,-9
305355ed89,PR00027,687,411,18980000,18980411,18979313,411,18979724,19.8,5496.83203125,46179.37712895377,-5
305355ed89,PR00028,723,485,22700000,22700485,22699277,485,22699762,18.75,5497.2421875,46803.63298969072,-2
305355ed89,PR00029,730,66,13560000,13560066,13559270,66,13559336,37.05,5488.1171875,205444.48484848486,-10
305355ed89,PR00030,763,553,31960000,31960553,31959237,553,31959790,19.8,5497.88671875,57793.47197106691,7
305355ed89,PR00031,784,468,38980000,38980468,38979216,468,38979684,19.1,5499.0234375,83289.92307692308,17
305355ed89,PR00032,819,533,28020000,28020533,28019181,533,28019714,18.85,5497.6953125,52569.81988742964,2
305355ed89,PR00033,829,447,31500000,31500447,31499171,447,31499618,69.8,5497.90625,70468.94407158837,6
305355ed89,PR00034,843,10,200000,200010,199157,10,199167,0.0,5550.515625,19916.7,-19
305355ed89,PR00035,876,116,37360000,37360116,37359124,116,37359240,19.5,5498.5390625,322062.4137931034,15
305355ed89,PR00036,920,331,10440000,10440331,10439080,331,10439411,32.85,5554.1796875,31539.006042296074,-12
305355ed89,PR00037,927,717,39000000,39000717,38999073,717,38999790,18.9,5499.0234375,54393.012552301254,17
305355ed89,PR00038,972,180,240000,240180,239028,180,239208,50.0,5550.6796875,1328.9333333333334,-19
305355ed89,PR00039,1014,534,37380000,37380534,37378986,534,37379520,69.75,5498.5390625,69999.10112359551,15
305355ed89,PR00040,1063,126,4820000,4820126,4818937,126,4819063,25.0,5552.1953125,38246.531746031746,-16
305355ed89,PR00041,1098,742,39160000,39160742,39158902,742,39159644,52.25,5499.01953125,52775.80053908356,17
305355ed89,PR00042,1135,99,17240000,17240099,17238865,99,17238964,20.35,5496.85546875,174130.94949494948,-7
305355ed89,PR00043,1148,344,36960000,36960344,36958852,344,36959196,20.2,5498.55078125,107439.52325581395,14
305355ed89,PR00044,1185,560,33300000,33300560,33298815,560,33299375,18.3,5498.35546875,59463.169642857145,9
305355ed89,PR00045,1202,431,39180000,39180431,39178798,431,39179229,19.45,5499.01953125,90903.08352668214,17
305355ed89,PR00046,1205,196,14940000,14940196,14938795,196,14938991,18.8,5488.08984375,76219.34183673469,-9
305355ed89,PR00047,1207,368,18980000,18980368,18978793,368,18979161,19.3,5496.83203125,51573.80706521739,-5
305355ed89,PR00048,1231,540,37000000,37000540,36998769,540,36999309,20.3,5498.55078125,68517.23888888888,14
305355ed89,PR00049,1265,184,32560000,32560184,32558735,184,32558919,19.1,5498.11328125,176950.64673913043,8
305355ed89,PR00050,1307,190,18240000,18240190,18238693,190,18238883,19.75,5496.8515625,95994.12105263158,-6
305355ed89,PR00051,1341,95,28600000,28600095,28598659,95,28598754,19.95,5497.6953125,301039.51578947366,3
305355ed89,PR00052,1381,101,7400000,7400101,7398619,101,7398720,69.35,5552.10546875,73254.65346534654,-14
305355ed89,PR00053,1388,80,37380000,37380080,37378612,80,37378692,69.2,5498.5390625,467233.65,15
305355ed89,PR00054,1421,518,26700000,26700518,26698579,518,26699097,82.75,5497.703125,51542.6583011583,1
305355ed89,PR00055,1471,175,300000,300175,298529,175,298704,0.0,5550.6796875,1706.88,-19
305355ed89,PR00056,1509,171,35000000,35000171,34998491,171,34998662,44.25,5498.5703125,204670.5380116959,12
305355ed89,PR00057,1524,152,7400000,7400152,7398476,152,7398628,19.6,5552.10546875,48675.18421052631,-14
305355ed89,PR00058,1556,422,35020000,35020422,35018444,422,35018866,18.8,5498.5703125,82983.09478672985,12
305355ed89,PR00059,1580,250,6240000,6240250,6238420,250,6238670,68.9,5552.90234375,24954.68,-15
305355ed89,PR00060,1616,322,33360000,33360322,33358384,322,33358706,44.45,5498.35546875,103598.46583850932,9
305355ed89,PR00061,1650,247,21460000,21460247,21458350,247,21458597,18.65,5497.26171875,86876.91093117409,-3
305355ed89,PR00062,1662,160,21540000,21540160,21538338,160,21538498,17.9,5497.26171875,134615.6125,-3
305355ed89,PR00063,1673,61,8680000,8680061,8678327,61,8678388,70.8,5552.16796875,142268.65573770492,-13
305355ed89,PR00064,1707,419,17300000,17300419,17298293,419,17298712,20.05,5496.85546875,41285.70883054892,-7
305355ed89,PR00065,1754,226,340000,340226,338246,226,338472,33.35,5550.6796875,1497.6637168141592,-19
305355ed89,PR00066,1769,575,28640000,28640575,28638231,575,28638806,19.4,5497.6953125,49806.61913043478,3
305355ed89,PR00067,1775,594,29840000,29840594,29838225,594,29838819,43.7,5497.6796875,50233.70202020202,4
305355ed89,PR00068,1816,309,22780000,22780309,22778184,309,22778493,18.6,5497.2421875,73716.80582524271,-2
305355ed89,PR00069,1838,147,4840000,4840147,4838162,147,4838309,50.0,5552.19140625,32913.666666666664,-16
