run_id,job_id,arrival_time_ms,service_time_ms,start_time_ms,finish_time_ms,waiting_time_ms,execution_time_ms,response_time_ms,cpu_usage_percent,memory_usage_mb,slowdown,priority
04ae745832,PR00001,0,269,4940000,4940269,4940000,269,4940269,21.9,5565.9453125,18365.31226765799,-16
04ae745832,PR00002,37,260,37600000,37600260,37599963,260,37600223,16.4,5580.22265625,144616.2423076923,16
04ae745832,PR00003,80,311,16920000,16920311,16919920,311,16920231,67.85,5568.046875,54405.887459807076,-7
04ae745832,PR00004,120,528,31160000,31160528,31159880,528,31160408,66.65,5579.80078125,59015.92424242424,7
04ae745832,PR00005,162,30,480000,480030,479838,30,479868,16.65,5563.52734375,15995.6,-19
04ae745832,PR00006,174,16,3980000,3980016,3979826,16,3979842,16.65,5563.98046875,248740.125,-17
04ae745832,PR00007,222,219,13220000,13220219,13219778,219,13219997,36.75,5566.6171875,60365.283105022834,-10
04ae745832,PR00008,243,399,40040000,40040399,40039757,399,40040156,19.85,5580.1875,100351.26817042606,19
04ae745832,PR00009,272,58,19880000,19880058,19879728,58,19879786,20.8,5568.66015625,342754.9310344828,-4
04ae745832,PR00010,281,167,21140000,21140167,21139719,167,21139886,69.15,5568.703125,126586.14371257485,-3
04ae745832,PR00011,293,339,25460000,25460339,25459707,339,25460046,21.25,5568.63671875,75103.38053097345,1
04ae745832,PR00012,299,252,14340000,14340252,14339701,252,14339953,68.3,5566.84375,56904.5753968254,-9
04ae745832,PR00013,310,597,35160000,35160597,35159690,597,35160287,70.35,5580.01953125,58894.95309882747,13
04ae745832,PR00014,346,428,16940000,16940428,16939654,428,16940082,18.1,5568.23828125,39579.63084112149,-7
04ae745832,PR00015,389,285,15700000,15700285,15699611,285,15699896,44.6,5567.57421875,55087.354385964914,-8
04ae745832,PR00016,410,266,22440000,22440266,22439590,266,22439856,52.2,5568.67578125,84360.36090225563,-2
04ae745832,PR00017,447,67,560000,560067,559553,67,559620,0.0,5563.52734375,8352.537313432837,-19
04ae745832,PR00018,460,568,38140000,38140568,38139540,568,38140108,43.65,5580.21875,67148.07746478873,17
04ae745832,PR00019,476,503,24720000,24720503,24719524,503,24720027,18.45,5568.6484375,49145.18290258449,0
