run_id,job_id,arrival_time_ms,service_time_ms,start_time_ms,finish_time_ms,waiting_time_ms,execution_time_ms,response_time_ms,cpu_usage_percent,memory_usage_mb,slowdown,priority
d8b350689f,PR00001,0,269,8740000,8740269,8740000,269,8740269,14.15,5239.9765625,32491.706319702604,-16
d8b350689f,PR00002,37,260,59220000,59220260,59219963,260,59220223,15.95,5286.38671875,227770.08846153846,16
d8b350689f,PR00003,80,311,26280000,26280311,26279920,311,26280231,48.0,5240.25,84502.35048231512,-7
d8b350689f,PR00004,120,528,49680000,49680528,49679880,528,49680408,14.85,5287.13671875,94091.68181818182,7
d8b350689f,PR00005,162,30,1860000,1860030,1859838,30,1859868,0.0,5239.234375,61995.6,-19
d8b350689f,PR00006,174,16,6920000,6920016,6919826,16,6919842,39.8,5239.9921875,432490.125,-17
d8b350689f,PR00007,222,219,21100000,21100219,21099778,219,21099997,38.8,5241.5234375,96347.01826484018,-10
d8b350689f,PR00008,243,399,62860000,62860399,62859757,399,62860156,14.1,5286.41015625,157544.2506265664,19
d8b350689f,PR00009,272,58,31740000,31740058,31739728,58,31739786,22.45,5249.66015625,547237.6896551724,-4
d8b350689f,PR00010,281,167,33640000,33640167,33639719,167,33639886,19.2,5300.41015625,201436.44311377246,-3
d8b350689f,PR00011,293,339,41400000,41400339,41399707,339,41400046,32.099999999999994,5289.953125,122124.02949852508,1
d8b350689f,PR00012,299,252,22880000,22880252,22879701,252,22879953,14.55,5241.7265625,90793.46428571429,-9
d8b350689f,PR00013,310,597,55920000,55920597,55919690,597,55920287,14.6,5287.078125,93668.82244556113,13
d8b350689f,PR00014,346,428,26280000,26280428,26279654,428,26280082,48.150000000000006,5240.25,61402.06074766355,-7
d8b350689f,PR00015,389,285,24560000,24560285,24559611,285,24559896,15.6,5240.265625,86175.07368421053,-8
d8b350689f,PR00016,410,266,35680000,35680266,35679590,266,35679856,36.75,5296.0859375,134134.7969924812,-2
d8b350689f,PR00017,447,67,1920000,1920067,1919553,67,1919620,0.0,5239.234375,28651.044776119405,-19
