run_id,job_id,arrival_time_ms,service_time_ms,start_time_ms,finish_time_ms,waiting_time_ms,execution_time_ms,response_time_ms,cpu_usage_percent,memory_usage_mb,slowdown
d01c8de0ba,F00001,0,162,0,162,0,162,162,0.0,15498.1171875,1.0
d01c8de0ba,F00002,0,529,0,529,0,529,529,0.0,15501.515625,1.0
d01c8de0ba,F00003,0,290,529,819,529,290,819,10.7,15501.2734375,2.8241379310344827
d01c8de0ba,F00004,0,275,529,804,529,275,804,8.35,15501.30078125,2.923636363636364
d01c8de0ba,F00005,0,264,529,793,529,264,793,0.0,15502.625,3.003787878787879
d01c8de0ba,F00006,0,221,529,750,529,221,750,0.0,15502.625,3.3936651583710407
d01c8de0ba,F00007,0,527,529,1056,529,527,1056,28.55,15503.5625,2.0037950664136623
d01c8de0ba,F00008,0,202,529,731,529,202,731,0.0,15504.1328125,3.618811881188119
d01c8de0ba,F00009,0,496,529,1025,529,496,1025,0.0,15503.94140625,2.066532258064516
d01c8de0ba,F00010,0,529,529,1058,529,529,1058,0.0,15504.40625,2.0
d01c8de0ba,F00011,0,429,731,1160,731,429,1160,26.65,15504.40625,2.703962703962704
d01c8de0ba,F00012,0,194,731,925,731,194,925,26.65,15504.3984375,4.768041237113402
d01c8de0ba,F00013,0,452,731,1183,731,452,1183,20.0,15505.37890625,2.6172566371681416
d01c8de0ba,F00014,0,366,1160,1526,1160,366,1526,41.45,15506.11328125,4.169398907103825
d01c8de0ba,F00015,0,166,1160,1326,1160,166,1326,9.4,15506.37109375,7.9879518072289155
d01c8de0ba,F00016,0,165,1160,1325,1160,165,1325,7.15,15506.375,8.030303030303031
d01c8de0ba,F00017,0,197,1160,1357,1160,197,1357,7.5,15506.54296875,6.888324873096447
d01c8de0ba,F00018,0,261,1160,1421,1160,261,1421,8.35,15506.54296875,5.444444444444445
d01c8de0ba,F00019,0,269,1183,1452,1183,269,1452,7.9,15506.72265625,5.397769516728625
d01c8de0ba,F00020,0,408,1183,1591,1183,408,1591,8.35,15506.55859375,3.8995098039215685
d01c8de0ba,F00021,0,458,1452,1910,1452,458,1910,56.8,15501.47265625,4.170305676855895
d01c8de0ba,F00022,0,163,1591,1754,1591,163,1754,11.65,15501.84375,10.760736196319018
d01c8de0ba,F00023,0,437,1591,2028,1591,437,2028,15.2,15501.99609375,4.640732265446224
d01c8de0ba,F00024,0,251,1591,1842,1591,251,1842,15.2,15501.99609375,7.338645418326693
d01c8de0ba,F00025,0,516,1591,2107,1591,516,2107,15.9,15502.26953125,4.083333333333333
d01c8de0ba,F00026,0,482,1591,2073,1591,482,2073,15.9,15502.34375,4.300829875518672
d01c8de0ba,F00027,0,509,1591,2100,1591,509,2100,16.65,15502.421875,4.12573673870334
d01c8de0ba,F00028,0,429,1754,2183,1754,429,2183,16.65,15502.5546875,5.088578088578089
d01c8de0ba,F00029,6436,379,6436,6815,0,379,379,16.25,15503.16796875,1.0
