run_id,dataset_file,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,mean_execution_ms,total_slots_at_end
a6a3508f80,dataset_fifo_burst_1k.csv,20000.0,1000,404.658,397.5,599.0,955.3399999999997,27.758,376.9,64
