run_id,dataset_file,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,mean_execution_ms,total_slots_at_end
e560c0264b,dataset_fifo_burst_1k.csv,20000.0,1000,385.26,382.0,589.05,676.0,8.36,376.9,32
