run_id,dataset_file,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,mean_execution_ms,total_slots_at_end
5c6e93faab,dataset_fifo_1k.csv,20000.0,1000,16756895.31,16435275.0,31514425.9,32770437.05,16756595.542,299.768,4
