run_id,dataset_file,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,mean_execution_ms,total_slots_at_end
c2f3da691e,dataset_fifo_1k.csv,20000.0,1000,16348995.542,16184831.5,30391951.45,31669967.85,16334735.542,14260.0,4
