run_id,dataset_file,quantum_ms,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,avg_slices_per_job,total_slots_at_end
8d9a200517,dataset_rr_batch_smallq_opt_1k.csv,10,2000.0,1000,7474184.0,5695000.0,22956300.0,24645140.0,7474138.857,5.0,4
