run_id,dataset_file,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,mean_execution_ms,total_slots_at_end
2c573d60c5,dataset_fifo_burst_1k.csv,20000.0,1000,1205.093,1161.0,2282.0,2672.02,828.193,376.9,8
