run_id,job_id,arrival_time_ms,service_time_ms,start_time_ms,finish_time_ms,waiting_time_ms,execution_time_ms,response_time_ms,cpu_usage_percent,memory_usage_mb,slowdown
fd54f73ae9,F00001,0,162,0,162,0,162,162,0.0,14420.62890625,1.0
fd54f73ae9,F00002,0,529,0,529,0,529,529,0.0,14420.703125,1.0
fd54f73ae9,F00003,0,290,0,290,0,290,290,0.0,14420.703125,1.0
fd54f73ae9,F00004,0,275,0,275,0,275,275,0.0,14420.703125,1.0
fd54f73ae9,F00005,0,264,275,539,275,264,539,0.0,14420.828125,2.0416666666666665
fd54f73ae9,F00006,0,221,275,496,275,221,496,15.6,14420.828125,2.244343891402715
fd54f73ae9,F00007,0,527,275,802,275,527,802,0.0,14421.015625,1.5218216318785578
fd54f73ae9,F00008,0,202,275,477,275,202,477,0.0,14421.703125,2.3613861386138613
fd54f73ae9,F00009,0,496,275,771,275,496,771,0.0,14422.375,1.5544354838709677
fd54f73ae9,F00010,0,529,275,804,275,529,804,0.0,14422.37890625,1.5198487712665407
fd54f73ae9,F00011,0,429,275,704,275,429,704,0.0,14422.37890625,1.641025641025641
fd54f73ae9,F00012,0,194,275,469,275,194,469,0.0,14422.37890625,2.417525773195876
fd54f73ae9,F00013,0,452,469,921,469,452,921,0.0,14422.6328125,2.0376106194690267
fd54f73ae9,F00014,0,366,469,835,469,366,835,0.0,14422.37890625,2.2814207650273226
fd54f73ae9,F00015,0,166,469,635,469,166,635,30.0,14422.7578125,3.825301204819277
fd54f73ae9,F00016,0,165,469,634,469,165,634,30.0,14422.7578125,3.8424242424242423
fd54f73ae9,F00017,0,197,469,666,469,197,666,11.35,14422.37890625,3.3807106598984773
fd54f73ae9,F00018,0,261,469,730,469,261,730,30.0,14422.7578125,2.796934865900383
fd54f73ae9,F00019,0,269,469,738,469,269,738,27.25,14422.7578125,2.7434944237918217
fd54f73ae9,F00020,0,408,469,877,469,408,877,0.0,14422.8203125,2.1495098039215685
fd54f73ae9,F00021,0,458,469,927,469,458,927,38.05,14422.7578125,2.024017467248908
fd54f73ae9,F00022,0,163,469,632,469,163,632,0.0,14422.6328125,3.8773006134969323
fd54f73ae9,F00023,0,437,469,906,469,437,906,16.2,14422.8203125,2.073226544622426
fd54f73ae9,F00024,0,251,469,720,469,251,720,12.0,14422.8203125,2.8685258964143427
fd54f73ae9,F00025,0,516,720,1236,720,516,1236,10.0,14422.8828125,2.395348837209302
fd54f73ae9,F00026,0,482,720,1202,720,482,1202,10.0,14422.8828125,2.4937759336099585
fd54f73ae9,F00027,0,509,720,1229,720,509,1229,0.0,14422.9453125,2.4145383104125737
fd54f73ae9,F00028,0,429,720,1149,720,429,1149,0.0,14423.15234375,2.6783216783216783
fd54f73ae9,F00029,6436,379,6436,6815,0,379,379,13.45,14423.0078125,1.0
fd54f73ae9,F00030,6436,451,6436,6887,0,451,451,0.0,14423.15234375,1.0
fd54f73ae9,F00031,6436,292,6436,6728,0,292,292,13.45,14423.15234375,1.0
fd54f73ae9,F00032,6436,564,6436,7000,0,564,564,13.45,14423.15234375,1.0
fd54f73ae9,F00033,6436,595,6436,7031,0,595,595,13.45,14423.15234375,1.0
