run_id,dataset_file,quantum_ms,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,avg_slices_per_job,total_slots_at_end
d518265761,dataset_rr_batch_mediumq_opt_1k.csv,20,20000.0,1000,157824780.0,173660000.0,240300000.0,243641000.0,157824664.878,6.233,32
