run_id,dataset_file,quantum_ms,speedup,jobs,mean_response_ms,p50_response_ms,p95_response_ms,p99_response_ms,mean_wait_ms,avg_slices_per_job,total_slots_at_end
b02f2b1e64,dataset_rr_batch_mediumq_opt_1k.csv,50,20000.0,1000,64800440.0,69750000.0,100543000.0,102581000.0,64800324.878,2.838,32
